date,Holiday,Standard,Summer,Rainfall depth (mm),Air temperature (°C),Air humidity (%),Windspeed (km/h),DMA_E
2021/3/13 10:00,1,0,0,0,12,66,6,104.1064069
2021/3/13 11:00,1,0,0,0,11.7,77,7,99.40348846
2021/3/13 12:00,1,0,0,0,10.4,93,14,92.82980813
2021/3/13 13:00,1,0,0,0,11.4,86,12,87.17917068
2021/3/13 14:00,1,0,0,0,9.7,92,14,84.32360866
2021/3/13 15:00,1,0,0,0,8.9,97,18,84.5036047
2021/3/13 16:00,1,0,0,0,9.8,97,11,86.54528556
2021/3/13 17:00,1,0,0,0,10.6,85,5,88.78689106
2021/3/13 18:00,1,0,0,0,10.4,87,4,90.02779845
2021/3/13 19:00,1,0,0,0,10.1,89,3,89.86191366
2021/3/13 20:00,1,0,0,0,10,91,4,88.29364523
2021/3/13 21:00,1,0,0,0,11.5,77,7,85.13178774
2021/3/13 22:00,1,0,0,0,11.6,71,14,79.82771526
2021/3/13 23:00,1,0,0,0,11.9,73,15,72.02438241
2021/3/14 00:00,1,0,0,0,11.8,68,10,62.4347863
2021/3/14 01:00,1,0,0,0,12.3,58,12,53.27940833
2021/3/14 02:00,1,0,0,0,11.8,63,12,47.46943108
2021/3/14 03:00,1,0,0,0,11.5,68,10,47.56270426
2021/3/14 04:00,1,0,0,0,11.3,70,8,54.3713151
2021/3/14 05:00,1,0,0,0,11.4,67,9,66.31600609
2021/3/14 06:00,1,0,0,0,11.6,64,9,80.02301205
2021/3/14 07:00,1,0,0,0,11.7,64,13,91.78970196
2021/3/14 08:00,1,0,0,0,12,63,14,99.04588715
2021/3/14 09:00,1,0,0,0,12.7,63,13,101.0709178
2021/3/14 10:00,1,0,0,0,13.3,62,12,98.79426662
2021/3/14 11:00,1,0,0,0,14,59,13,94.0453756
2021/3/14 12:00,1,0,0,0,12,71,19,88.7765112
2021/3/14 13:00,1,0,0,4.2,9.4,78,22,84.56397549
2021/3/14 14:00,1,0,0,5.8,5.6,90,42,82.38093122
2021/3/14 15:00,1,0,0,5.3,5.6,92,33,82.50317629
2021/3/14 16:00,1,0,0,2.8,5.6,82,17,84.49409023
2021/3/14 17:00,1,0,0,0.8,6.5,76,23,87.33652198
2021/3/14 18:00,1,0,0,0,7.5,66,18,89.75822691
2021/3/14 19:00,1,0,0,0.1,7.9,60,18,90.64375524
2021/3/14 20:00,1,0,0,0,8.2,60,20,89.31826969
2021/3/14 21:00,1,0,0,0,7.8,66,12,85.57575457
2021/3/14 22:00,1,0,0,0,7.2,71,12,79.55084569
2021/3/14 23:00,1,0,0,0,7.2,69,23,71.67704489
2021/3/15 00:00,1,0,0,0,7.3,66,11,62.86104689
2021/3/15 01:00,1,0,0,0,7,70,12,54.70305701
2021/3/15 02:00,1,0,0,0,6.4,71,8,49.38898567
2021/3/15 03:00,1,0,0,0,5.2,77,5,49.01863565
2021/3/15 04:00,1,0,0,0,5,81,6,54.57422599
2021/3/15 05:00,1,0,0,0,4.6,81,9,65.13758946
2021/3/15 06:00,1,0,0,0,4.5,84,8,77.96138741
2021/3/15 07:00,1,0,0,0,5.1,78,5,89.51437318
2021/3/15 08:00,1,0,0,0,6,75,6,102.48
2021/3/15 09:00,1,0,0,0,7.5,72,3,99.38
2021/3/15 10:00,1,0,0,0,7.4,72,5,94.82
2021/3/15 11:00,1,0,0,0,7.6,70,6,90.24
2021/3/15 12:00,1,0,0,0,8.2,67,9,88.95
2021/3/15 13:00,1,0,0,0,8.6,67,11,89.18
2021/3/15 14:00,1,0,0,0,9,61,7,82.93824911
2021/3/15 15:00,1,0,0,0,9.3,64,9,82.10117196
2021/3/15 16:00,1,0,0,0,9,63,7,82.66221838
2021/3/15 17:00,1,0,0,0,9.5,57,4,84.41005912
2021/3/15 18:00,1,0,0,0,9.5,57,6,86.67949701
2021/3/15 19:00,1,0,0,0,9.2,64,7,88.29586126
2021/3/15 20:00,1,0,0,0,8.3,60,7,87.94561609
2021/3/15 21:00,1,0,0,0,8,52,7,84.79028811
2021/3/15 22:00,1,0,0,0,7.4,59,5,78.89765514
2021/3/15 23:00,1,0,0,0,7.4,53,4,71.20240916
2021/3/16 00:00,1,0,0,0,6.8,64,3,63.10588125
2021/3/16 01:00,1,0,0,0,6.8,58,4,56.10528903
2021/3/16 02:00,1,0,0,0,7,66,6,51.64658197
2021/3/16 03:00,1,0,0,0,6.9,66,4,50.97337095
2021/3/16 04:00,1,0,0,0,6.7,62,7,54.81644191
2021/3/16 05:00,1,0,0,0,7.3,60,5,62.96125649
2021/3/16 06:00,1,0,0,0,6.7,63,3,73.9579597
2021/3/16 07:00,1,0,0,0,7,59,5,85.30544991
2021/3/16 08:00,1,0,0,0,8.5,56,4,94.66
2021/3/16 09:00,1,0,0,0,8.3,67,5,98.03
2021/3/16 10:00,1,0,0,0,9,68,5,93.09
2021/3/16 11:00,1,0,0,0,9.3,63,6,88.9
2021/3/16 12:00,1,0,0,0,10.1,61,4,87.74
2021/3/16 13:00,1,0,0,0,10.4,61,3,89.94
2021/3/16 14:00,1,0,0,0,10.3,61,4,84.98
2021/3/16 15:00,1,0,0,0,10.8,61,5,79.46
2021/3/16 16:00,1,0,0,0,11.3,65,6,78.95
2021/3/16 17:00,1,0,0,0,11.5,60,3,80.67
2021/3/16 18:00,1,0,0,0,11.9,47,5,86.23
2021/3/16 19:00,1,0,0,0,11.8,36,7,93.45
2021/3/16 20:00,1,0,0,0,10.3,31,11,93.34
2021/3/16 21:00,1,0,0,0,10,40,9,82.17
2021/3/16 22:00,1,0,0,0,10.1,29,8,73.7
2021/3/16 23:00,1,0,0,0,10.1,36,4,67.41
2021/3/17 00:00,1,0,0,0,10.1,36,13,59.34
2021/3/17 01:00,1,0,0,0,9.7,37,16,54.69
2021/3/17 02:00,1,0,0,0,9.9,28,13,52.53
2021/3/17 03:00,1,0,0,0,8.3,34,10,52.41
2021/3/17 04:00,1,0,0,0,9,32,10,53.08
2021/3/17 05:00,1,0,0,0,8.3,41,8,55.82
2021/3/17 06:00,1,0,0,0,7.2,51,6,71.88
2021/3/17 07:00,1,0,0,0,6.8,51,6,96.58
2021/3/17 08:00,1,0,0,0,8,47,5,108.46
2021/3/17 09:00,1,0,0,0,9.1,48,3,105.11
2021/3/17 10:00,1,0,0,0,9.9,48,4,104.644847
2021/3/17 11:00,1,0,0,0,9.5,48,15,100.6146253
2021/3/17 12:00,1,0,0,0,9.8,54,16,94.14
2021/3/17 13:00,1,0,0,0,9.9,62,17,91.5
2021/3/17 14:00,1,0,0,0,10,60,19,83.93
2021/3/17 15:00,1,0,0,0,10.6,55,8,79.58
2021/3/17 16:00,1,0,0,0,10.5,61,8,79.98
2021/3/17 17:00,1,0,0,0,10.9,41,6,80.61
2021/3/17 18:00,1,0,0,0.9,9,59,14,89.27
2021/3/17 19:00,1,0,0,0,8.3,55,18,92.89
2021/3/17 20:00,1,0,0,0,8.9,47,10,92.06
2021/3/17 21:00,1,0,0,0,8.5,46,17,82.7
2021/3/17 22:00,1,0,0,0,8.1,48,7,73.24
2021/3/17 23:00,1,0,0,0,8,50,5,68.15
2021/3/18 00:00,1,0,0,0,8.1,48,19,59.19
2021/3/18 01:00,1,0,0,0,7.5,48,23,53.95
2021/3/18 02:00,1,0,0,0,6.9,47,18,52.48
2021/3/18 03:00,1,0,0,0,6.6,47,12,52.62
2021/3/18 04:00,1,0,0,0,6,47,13,53.57
2021/3/18 05:00,1,0,0,0,5.8,55,8,55.79
2021/3/18 06:00,1,0,0,0,5.9,50,10,72.2
2021/3/18 07:00,1,0,0,0,6.8,47,9,98.25
2021/3/18 08:00,1,0,0,0,7.5,43,5,104.39
2021/3/18 09:00,1,0,0,0,7.7,46,4,99.82
2021/3/18 10:00,1,0,0,0,8,50,9,91.85
2021/3/18 11:00,1,0,0,0,8.3,52,14,88.02
2021/3/18 12:00,1,0,0,0,9,45,14,88.16
2021/3/18 13:00,1,0,0,0,8.8,49,19,88.45
2021/3/18 14:00,1,0,0,0,9,42,17,83.02
2021/3/18 15:00,1,0,0,0,9.4,35,26,79.79
2021/3/18 16:00,1,0,0,0,9.3,41,10,81.91
2021/3/18 17:00,1,0,0,0,8.1,51,22,86.31
2021/3/18 18:00,1,0,0,0,6.9,57,23,89.71
2021/3/18 19:00,1,0,0,0,6.5,56,13,93.75
2021/3/18 20:00,1,0,0,0,5.8,62,14,92.92
2021/3/18 21:00,1,0,0,0,6,59,14,84.02
2021/3/18 22:00,1,0,0,0,5.7,58,11,73.4
2021/3/18 23:00,1,0,0,0,5.3,58,8,67.81
2021/3/19 00:00,1,0,0,0,5.3,56,6,59.16
2021/3/19 01:00,1,0,0,0,5.1,56,6,55.01
2021/3/19 02:00,1,0,0,0,4.6,56,6,52.57
2021/3/19 03:00,1,0,0,0,5,59,13,52.3
2021/3/19 04:00,1,0,0,0,4.7,58,8,54.05
2021/3/19 05:00,1,0,0,0,4.4,56,9,56.75
2021/3/19 06:00,1,0,0,0,4.3,57,5,72.33
2021/3/19 07:00,1,0,0,0,5,55,6,98.3
2021/3/19 08:00,1,0,0,0,5.4,50,6,103.37
2021/3/19 09:00,1,0,0,0,6.6,47,13,96.37
2021/3/19 10:00,1,0,0,0,7.3,40,19,92.55
2021/3/19 11:00,1,0,0,0,8.2,38,15,87.22
2021/3/19 12:00,1,0,0,0,9,34,15,88.14
2021/3/19 13:00,1,0,0,0,8.4,45,15,89.54
2021/3/19 14:00,1,0,0,0,9.9,28,10,85.04
2021/3/19 15:00,1,0,0,0,9.1,43,14,81.38
2021/3/19 16:00,1,0,0,0,9.4,46,26,79.38
2021/3/19 17:00,1,0,0,0,9.4,46,27,83.43
2021/3/19 18:00,1,0,0,0,9.9,35,18,86.38
2021/3/19 19:00,1,0,0,0,8.6,42,15,91.14
2021/3/19 20:00,1,0,0,0,7.9,46,14,90.04
2021/3/19 21:00,1,0,0,0,7.7,47,10,78.98
2021/3/19 22:00,1,0,0,0,7.3,48,9,72.21
2021/3/19 23:00,1,0,0,0,7,46,8,66.33
2021/3/20 00:00,1,0,0,0,6.2,44,10,59.49
2021/3/20 01:00,1,0,0,0,5.7,44,10,54.84
2021/3/20 02:00,1,0,0,0,6,42,8,52.45
2021/3/20 03:00,1,0,0,0,6.1,42,8,52.1
2021/3/20 04:00,1,0,0,0,5.9,44,14,52.5
2021/3/20 05:00,1,0,0,0,5.5,48,24,54.71
2021/3/20 06:00,1,0,0,0,5.2,46,23,62.75
2021/3/20 07:00,1,0,0,0,5.6,51,28,78.82
2021/3/20 08:00,1,0,0,0,6,55,40,97.36
2021/3/20 09:00,1,0,0,0,6.7,55,43,105.51
2021/3/20 10:00,1,0,0,0,7.4,50,41,107.18
2021/3/20 11:00,1,0,0,0,7.9,48,35,101.55
2021/3/20 12:00,1,0,0,0,8,49,42,99.21
2021/3/20 13:00,1,0,0,0,8.7,41,41,97.45
2021/3/20 14:00,1,0,0,0,9,36,34,91.04
2021/3/20 15:00,1,0,0,0,9.2,40,35,85.69
2021/3/20 16:00,1,0,0,0,7.9,48,36,83.69
2021/3/20 17:00,1,0,0,0,6.7,55,42,86.44
2021/3/20 18:00,1,0,0,0,6.4,60,47,88.38
2021/3/20 19:00,1,0,0,0,5.6,65,54,90.15
2021/3/20 20:00,1,0,0,0,5.3,62,55,87.49
2021/3/20 21:00,1,0,0,0,5.1,57,53,80.34
2021/3/20 22:00,1,0,0,0,4.9,55,56,70.25
2021/3/20 23:00,1,0,0,0,4.6,55,59,66.51
2021/3/21 00:00,1,0,0,0,4.1,56,58,61.21
2021/3/21 01:00,1,0,0,0.1,4,56,56,56.07
2021/3/21 02:00,1,0,0,0.1,3.8,54,56,53.1
2021/3/21 03:00,1,0,0,0,3.4,55,57,52.46
2021/3/21 04:00,1,0,0,0,3.3,55,60,52.31
2021/3/21 05:00,1,0,0,0,3,54,53,53.85
2021/3/21 06:00,1,0,0,0,2.5,54,46,59.36
2021/3/21 07:00,1,0,0,0,2.8,54,56,72.18
2021/3/21 08:00,1,0,0,0,3.3,50,57,89.69
2021/3/21 09:00,1,0,0,0,4.1,48,57,106.13
2021/3/21 10:00,1,0,0,0,5.1,50,58,109.89
2021/3/21 11:00,1,0,0,0,5.9,44,54,106.24
2021/3/21 12:00,1,0,0,0,6.5,34,42,102.84
2021/3/21 13:00,1,0,0,0,7.6,37,32,98.05
2021/3/21 14:00,1,0,0,0,8.4,35,31,89.98
2021/3/21 15:00,1,0,0,0,9,35,35,83.9
2021/3/21 16:00,1,0,0,0,9.1,35,30,86.11
2021/3/21 17:00,1,0,0,0,9.3,35,23,88.83848489
2021/3/21 18:00,1,0,0,0,9,36,18,89.9179881
2021/3/21 19:00,1,0,0,0,8.6,41,26,88.994792
2021/3/21 20:00,1,0,0,0,8.2,39,31,86.09488685
2021/3/21 21:00,1,0,0,0,8,45,38,81.39676485
2021/3/21 22:00,1,0,0,0,7.6,48,42,74.92692788
2021/3/21 23:00,1,0,0,0,7.5,51,33,66.84099873
2021/3/22 00:00,1,0,0,0,7.3,52,26,58.03328114
2021/3/22 01:00,1,0,0,0,7.1,52,24,50.43648023
2021/3/22 02:00,1,0,0,0,6.9,56,31,46.53972232
2021/3/22 03:00,1,0,0,0,6.6,57,31,48.27546841
2021/3/22 04:00,1,0,0,0,6.4,55,20,64.13
2021/3/22 05:00,1,0,0,0,6.4,55,13,55.4
2021/3/22 06:00,1,0,0,0,5.6,57,13,71.84
2021/3/22 07:00,1,0,0,0,6.5,50,13,98.82
2021/3/22 08:00,1,0,0,0,8.1,46,6,104.65
2021/3/22 09:00,1,0,0,0,7.8,47,5,99.78
2021/3/22 10:00,1,0,0,0,8,49,10,93.24
2021/3/22 11:00,1,0,0,0,8,48,15,87.83
2021/3/22 12:00,1,0,0,0,8.5,49,13,88.23
2021/3/22 13:00,1,0,0,0,8.7,53,10,87.85
2021/3/22 14:00,1,0,0,0,8.7,58,7,83.2
2021/3/22 15:00,1,0,0,0,9.3,62,6,77.13
2021/3/22 16:00,1,0,0,0,10.2,56,9,78.58
2021/3/22 17:00,1,0,0,0,10.2,45,13,80.06
2021/3/22 18:00,1,0,0,0,11,43,11,86.46
2021/3/22 19:00,1,0,0,0,10.4,41,8,90.91
2021/3/22 20:00,1,0,0,0,9.9,35,20,92.29
2021/3/22 21:00,1,0,0,0,8.9,38,35,81.24
2021/3/22 22:00,1,0,0,0,8.7,44,36,70.95
2021/3/22 23:00,1,0,0,0,8.5,43,39,65.7
2021/3/23 00:00,1,0,0,0,7.9,49,39,57.75
2021/3/23 01:00,1,0,0,0,7.4,55,40,54.05
2021/3/23 02:00,1,0,0,0,6.8,56,42,51.87
2021/3/23 03:00,1,0,0,0,6.9,59,43,51.74
2021/3/23 04:00,1,0,0,0,7,57,37,52.03
2021/3/23 05:00,1,0,0,0,7.1,56,35,55.68
2021/3/23 06:00,1,0,0,0,6.7,56,25,71.25
2021/3/23 07:00,1,0,0,0,6.2,55,23,97.36
2021/3/23 08:00,1,0,0,0,7.7,51,23,103.09
2021/3/23 09:00,1,0,0,0,8.7,45,19,96.08
2021/3/23 10:00,1,0,0,0,9,46,9,90.27
2021/3/23 11:00,1,0,0,0,9,58,21,85.03
2021/3/23 12:00,1,0,0,0,8.8,59,21,87.03
2021/3/23 13:00,1,0,0,0,9.3,63,22,89.48
2021/3/23 14:00,1,0,0,0,9.3,65,21,82.27
2021/3/23 15:00,1,0,0,0,9.7,69,18,79.7
2021/3/23 16:00,1,0,0,0,9.8,71,13,77.13
2021/3/23 17:00,1,0,0,0,9.9,69,9,79.35
2021/3/23 18:00,1,0,0,0,9.9,67,4,86.37
2021/3/23 19:00,1,0,0,0,10,68,4,92.56
2021/3/23 20:00,1,0,0,0,9.6,62,6,93.58
2021/3/23 21:00,1,0,0,0,9,59,5,82.54
2021/3/23 22:00,1,0,0,0,8.2,68,3,72.29
2021/3/23 23:00,1,0,0,0,8.2,63,4,65.7
2021/3/24 00:00,1,0,0,0,8.4,58,4,57.85
2021/3/24 01:00,1,0,0,0,8.6,49,8,53.73
2021/3/24 02:00,1,0,0,0,8.6,47,9,51.47
2021/3/24 03:00,1,0,0,0,8.4,47,10,48.68
2021/3/24 04:00,1,0,0,0,8.4,46,8,51.84
2021/3/24 05:00,1,0,0,0,8,48,4,55.09
2021/3/24 06:00,1,0,0,0,7.8,57,5,71.17
2021/3/24 07:00,1,0,0,0,9.2,54,3,95.24
2021/3/24 08:00,1,0,0,0,9.6,49,3,102.64
2021/3/24 09:00,1,0,0,0,9.4,59,4,96.76
2021/3/24 10:00,1,0,0,0,9.3,58,8,89.34
2021/3/24 11:00,1,0,0,0,9.5,60,10,86.18
2021/3/24 12:00,1,0,0,0,10,60,7,87.6
2021/3/24 13:00,1,0,0,0,10.3,57,6,89.57
2021/3/24 14:00,1,0,0,0,10.7,64,10,83.64
2021/3/24 15:00,1,0,0,0,10.8,65,13,79.15
2021/3/24 16:00,1,0,0,0,11.5,68,9,77.57
2021/3/24 17:00,1,0,0,0,10.9,69,7,79.56
2021/3/24 18:00,1,0,0,0,10.6,68,3,84.69
2021/3/24 19:00,1,0,0,0,10.3,65,2,90.95
2021/3/24 20:00,1,0,0,0,10.1,63,5,93.59
2021/3/24 21:00,1,0,0,0,9.6,52,6,81.89
2021/3/24 22:00,1,0,0,0,9.1,62,5,71.52
2021/3/24 23:00,1,0,0,0,8.9,60,2,66.16
2021/3/25 00:00,1,0,0,0,8.3,60,3,58.36
2021/3/25 01:00,1,0,0,0,8,59,3,53.48
2021/3/25 02:00,1,0,0,0,8.2,61,5,52.08
2021/3/25 03:00,1,0,0,0,9.7,55,5,51.43
2021/3/25 04:00,1,0,0,0,8.7,55,6,52.62
2021/3/25 05:00,1,0,0,0,8.6,64,5,55.24
2021/3/25 06:00,1,0,0,0,7.9,64,5,71.95
2021/3/25 07:00,1,0,0,0,8.4,57,7,98.15
2021/3/25 08:00,1,0,0,0,9.8,60,3,102.27
2021/3/25 09:00,1,0,0,0,10,64,5,95.16
2021/3/25 10:00,1,0,0,0,10,67,6,90.93
2021/3/25 11:00,1,0,0,0,9.8,64,8,84.97
2021/3/25 12:00,1,0,0,0,9.9,65,8,86.8
2021/3/25 13:00,1,0,0,0,10.3,64,8,88.71
2021/3/25 14:00,1,0,0,0,10.6,66,7,82.91
2021/3/25 15:00,1,0,0,0,11.1,69,8,79.2
2021/3/25 16:00,1,0,0,0,11.8,65,6,77.92
2021/3/25 17:00,1,0,0,0,11.4,64,5,79.33
2021/3/25 18:00,1,0,0,0,10.8,71,3,85.91
2021/3/25 19:00,1,0,0,0,10.5,70,3,91.06
2021/3/25 20:00,1,0,0,0,10.6,68,3,91.17
2021/3/25 21:00,1,0,0,0,10.1,71,4,83.14
2021/3/25 22:00,1,0,0,0,9.5,71,2,71.56
2021/3/25 23:00,1,0,0,0,9.2,70,2,65.78
2021/3/26 00:00,1,0,0,0,8.9,72,3,57.53
2021/3/26 01:00,1,0,0,0,8.3,74,3,53.78
2021/3/26 02:00,1,0,0,0,7.9,74,2,52.72
2021/3/26 03:00,1,0,0,0,8.4,67,3,51.59
2021/3/26 04:00,1,0,0,0,8.3,69,3,52.41
2021/3/26 05:00,1,0,0,0,8.1,67,3,55.84
2021/3/26 06:00,1,0,0,0,7.8,74,2,72.06
2021/3/26 07:00,1,0,0,0,9.5,66,2,98.77
2021/3/26 08:00,1,0,0,0,9.6,73,2,104.08
2021/3/26 09:00,1,0,0,0,9.8,69,2,96.86
2021/3/26 10:00,1,0,0,0,9.7,76,5,91.37
2021/3/26 11:00,1,0,0,0,10.3,73,6,87.21
2021/3/26 12:00,1,0,0,0,11.4,76,9,86.84
2021/3/26 13:00,1,0,0,0,11.6,62,8,88.49
2021/3/26 14:00,1,0,0,0,12.3,63,5,83.43
2021/3/26 15:00,1,0,0,0,12.3,69,8,80.28
2021/3/26 16:00,1,0,0,0,12.1,72,7,79.28
2021/3/26 17:00,1,0,0,0,12,76,8,81.62
2021/3/26 18:00,1,0,0,0,12,81,10,85.41
2021/3/26 19:00,1,0,0,0,11.5,86,10,89.92
2021/3/26 20:00,1,0,0,0,11.9,81,4,88.9
2021/3/26 21:00,1,0,0,0,11.6,78,5,79.08
2021/3/26 22:00,1,0,0,0,11.2,82,5,71.54
2021/3/26 23:00,1,0,0,0,10.6,80,3,66.3
2021/3/27 00:00,1,0,0,0,10,82,2,58.46
2021/3/27 01:00,1,0,0,0,10.4,74,6,53.88
2021/3/27 02:00,1,0,0,0,10.4,70,5,52.1
2021/3/27 03:00,1,0,0,0,9.9,76,4,51.75
2021/3/27 04:00,1,0,0,0,10.5,65,3,52.02
2021/3/27 05:00,1,0,0,0,10.6,67,3,54.19
2021/3/27 06:00,1,0,0,0,11.1,71,4,62.74
2021/3/27 07:00,1,0,0,0,11.3,69,5,77.05
2021/3/27 08:00,1,0,0,0,12.7,75,7,92.55
2021/3/27 09:00,1,0,0,0,13,76,7,103.6
2021/3/27 10:00,1,0,0,0,13.5,74,11,102.19
2021/3/27 11:00,1,0,0,0,14.1,72,12,96.36
2021/3/27 12:00,1,0,0,0,13.1,75,13,97.02
2021/3/27 13:00,1,0,0,0,11.7,87,17,94.69
2021/3/27 14:00,1,0,0,0,12.1,82,13,87.89
2021/3/27 15:00,1,0,0,0,12.6,81,12,84.24
2021/3/27 16:00,1,0,0,0,12.5,81,7,82.55
2021/3/27 17:00,1,0,0,0,12.2,83,7,83.08
2021/3/27 18:00,1,0,0,0,12.1,85,11,87.28
2021/3/27 19:00,1,0,0,0,13,76,5,88.21
2021/3/27 20:00,1,0,0,0,12.7,78,3,86.99
2021/3/27 21:00,1,0,0,0,13.3,75,3,78.18
2021/3/27 22:00,1,0,0,0,13.2,76,3,69.64
2021/3/27 23:00,1,0,0,0,13,78,2,66.97
2021/3/28 00:00,1,0,1,0,13.4,77,6,60.37
2021/3/28 01:00,1,0,1,0,13.4,77,7,55.32
2021/3/28 03:00,1,0,1,0,13.7,71,8,51.63
2021/3/28 04:00,1,0,1,1.4,12.6,79,10,52.12
2021/3/28 05:00,1,0,1,0,12.5,80,9,52.83
2021/3/28 06:00,1,0,1,0,12.2,82,6,54.81
2021/3/28 07:00,1,0,1,0,12.3,81,5,63.87
2021/3/28 08:00,1,0,1,0,12.8,78,5,78.56
2021/3/28 09:00,1,0,1,0,11.8,82,5,96.19
2021/3/28 10:00,1,0,1,0,12.7,77,3,103.73
2021/3/28 11:00,1,0,1,0,13.1,78,8,101.26
2021/3/28 12:00,1,0,1,0,13.9,73,8,101.27
2021/3/28 13:00,1,0,1,0,12.8,83,9,97.68
2021/3/28 14:00,1,0,1,0,15.3,68,9,92.3
2021/3/28 15:00,1,0,1,0,15.6,65,14,85.69
2021/3/28 16:00,1,0,1,0,16,62,9,83.47
2021/3/28 17:00,1,0,1,0,15.4,63,8,82.91
2021/3/28 18:00,1,0,1,0,15.5,61,13,85.53
2021/3/28 19:00,1,0,1,0,15.4,62,9,90.52
2021/3/28 20:00,1,0,1,0,14,68,11,92.47
2021/3/28 21:00,1,0,1,0,13.1,74,6,83.74
2021/3/28 22:00,1,0,1,0,12.6,74,7,74.23
2021/3/28 23:00,1,0,1,0,11.8,87,4,67.84
2021/3/29 00:00,1,0,1,0,11.9,83,3,59.5
2021/3/29 01:00,1,0,1,0,11.4,84,2,54.19
2021/3/29 02:00,1,0,1,0,11.6,82,3,51.99
2021/3/29 03:00,1,0,1,0,11.3,82,2,51.2
2021/3/29 04:00,1,0,1,0,11.3,87,2,51.83
2021/3/29 05:00,1,0,1,0,11,87,1,53.92
2021/3/29 06:00,1,0,1,0,10.8,84,3,66.31
2021/3/29 07:00,1,0,1,0,10.8,89,4,89.34
2021/3/29 08:00,1,0,1,0,11,84,3,102.32
2021/3/29 09:00,1,0,1,0,12,82,1,98.11
2021/3/29 10:00,1,0,1,0,11.7,84,4,96.17
2021/3/29 11:00,1,0,1,0,11.8,87,7,88.27
2021/3/29 12:00,1,0,1,0,12.4,84,7,87.95
2021/3/29 13:00,1,0,1,0,13.1,81,6,89.11
2021/3/29 14:00,1,0,1,0,14.5,76,7,85.01
2021/3/29 15:00,1,0,1,0,14.3,78,5,80.69
2021/3/29 16:00,1,0,1,0,14.3,75,5,79.34
2021/3/29 17:00,1,0,1,0,14.9,75,5,78.69
2021/3/29 18:00,1,0,1,0,15.7,72,2,85.55
2021/3/29 19:00,1,0,1,0,13.8,80,3,92.73
2021/3/29 20:00,1,0,1,0,13.5,79,3,93.82
2021/3/29 21:00,1,0,1,0,13.1,82,2,84.96
2021/3/29 22:00,1,0,1,0,13.2,80,4,73.61
2021/3/29 23:00,1,0,1,0,12.5,87,3,66.59
2021/3/30 00:00,1,0,1,0,12.3,86,3,58.53
2021/3/30 01:00,1,0,1,0,12.2,81,3,54.38
2021/3/30 02:00,1,0,1,0,11.6,85,3,51.96
2021/3/30 03:00,1,0,1,0,11.5,88,3,52.36
2021/3/30 04:00,1,0,1,0,11,83,3,51.71
2021/3/30 05:00,1,0,1,0,11.3,83,3,54.72
2021/3/30 06:00,1,0,1,0,11,86,5,66.4
2021/3/30 07:00,1,0,1,0,10.8,86,1,93.14
2021/3/30 08:00,1,0,1,0,12,82,2,103.28
2021/3/30 09:00,1,0,1,0,11.6,82,4,96.7
2021/3/30 10:00,1,0,1,0,12.1,86,5,91.62
2021/3/30 11:00,1,0,1,0,12.2,86,4,84.9
2021/3/30 12:00,1,0,1,0,13.2,83,5,87.69
2021/3/30 13:00,1,0,1,0,13.9,78,4,90.16
2021/3/30 14:00,1,0,1,0,14.2,78,7,84.35
2021/3/30 15:00,1,0,1,0,15.3,73,3,79.04
2021/3/30 16:00,1,0,1,0,15.9,75,5,79.53
2021/3/30 17:00,1,0,1,0,16.2,72,8,80.71
2021/3/30 18:00,1,0,1,0,15.7,77,8,85.68
2021/3/30 19:00,1,0,1,0,15.5,74,3,92.41
2021/3/30 20:00,1,0,1,0,15.2,71,1,94.55
2021/3/30 21:00,1,0,1,0,15.6,70,2,84.46
2021/3/30 22:00,1,0,1,0,15.8,58,4,75.32
2021/3/30 23:00,1,0,1,0,14.6,72,2,67.76
2021/3/31 00:00,1,0,1,0,14,61,2,58.7
2021/3/31 01:00,1,0,1,0,14.2,66,3,53.71
2021/3/31 02:00,1,0,1,0,13.6,60,4,51.75
2021/3/31 03:00,1,0,1,0,13.1,63,3,51.83
2021/3/31 04:00,1,0,1,0,12.5,80,3,52.51
2021/3/31 05:00,1,0,1,0,12.3,77,2,55.47
2021/3/31 06:00,1,0,1,0,12,79,3,67.17
2021/3/31 07:00,1,0,1,0,11.8,78,2,94.14
2021/3/31 08:00,1,0,1,0,13.8,68,1,104.05
2021/3/31 09:00,1,0,1,0,13.3,73,1,97.37
2021/3/31 10:00,1,0,1,0,12.8,83,5,91.86
2021/3/31 11:00,1,0,1,0,13.8,82,4,86.71
2021/3/31 12:00,1,0,1,0,14.7,78,3,87.88
2021/3/31 13:00,1,0,1,0,15,77,5,88.39
2021/3/31 14:00,1,0,1,0,16.2,70,3,85
2021/3/31 15:00,1,0,1,0,17,68,3,80.07
2021/3/31 16:00,1,0,1,0,18.2,57,4,79.56
2021/3/31 17:00,1,0,1,0,20.7,34,4,80.74
2021/3/31 18:00,1,0,1,0,19.7,39,5,86.92
2021/3/31 19:00,1,0,1,0,20.9,31,4,92.35
2021/3/31 20:00,1,0,1,0,19.4,37,2,94.03
2021/3/31 21:00,1,0,1,0,18.7,40,6,84.98
2021/3/31 22:00,1,0,1,0,17,49,5,76.43
2021/3/31 23:00,1,0,1,0,16.1,53,2,70.25
2021/4/1 00:00,1,0,1,0,15.6,54,3,58.25
2021/4/1 01:00,1,0,1,0,15.1,55,2,53.25
2021/4/1 02:00,1,0,1,0,14.6,55,2,51.88
